2021-12-16 10:47:14.179  WARN 50804 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h33m33s361ms539µs700ns).
2021-12-16 22:18:33.912 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 22:18:33.913 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 22:18:33.914 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 22:18:33.915 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 22:18:33.915 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 22:18:33.916 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
2021-12-16 22:18:33.916 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0d, 测试数据4, 2022-12-04 22:09:17
2021-12-16 22:18:33.917 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0e, 测试数据5, 2022-12-04 22:09:17
2021-12-16 22:18:33.918 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0f, 测试数据6, 2022-12-04 22:09:17
2021-12-16 22:18:33.919 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b10, 测试数据7, 2022-12-04 22:09:17
2021-12-16 22:18:33.919 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b11, 测试数据8, 2022-12-04 22:09:17
2021-12-16 22:18:33.920 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b12, 测试数据9, 2022-12-04 22:09:17
2021-12-16 22:18:33.921 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b13, 测试数据10, 2022-12-04 22:09:17
2021-12-16 22:18:33.921 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 22:18:33.922 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 22:18:33.922 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 22:18:33.923 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 22:18:33.924 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 22:18:33.924 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 22:18:33.925 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 22:18:33.925 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 22:18:33.926 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 22:18:33.926 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 22:18:33.927 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 22:18:33.927 TRACE 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 22:18:33.927 DEBUG 13908 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 22:46:31.484  INFO 13908 --- [SpringContextShutdownHook] io.undertow                              : stopping server: Undertow - 2.1.4.Final
2021-12-16 22:46:31.488  INFO 13908 --- [SpringContextShutdownHook] io.undertow.servlet                      : Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-12-16 22:46:31.513  INFO 13908 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 22:46:31.517  INFO 13908 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2021-12-16 22:46:31.525  INFO 13908 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2021-12-16 22:46:42.082  INFO 15428 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Starting CdtBlogApplication on DESKTOP-BE3EDKT with PID 15428 (E:\Code\JAVA\CdtBlog\target\classes started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 22:46:42.087  INFO 15428 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : The following profiles are active: dev
2021-12-16 22:46:42.180  INFO 15428 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-16 22:46:42.181  INFO 15428 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-16 22:46:44.020  INFO 15428 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 22:46:44.023  INFO 15428 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 22:46:44.075  INFO 15428 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 32ms. Found 0 Redis repository interfaces.
2021-12-16 22:46:45.028  WARN 15428 --- [restartedMain] io.undertow.websockets.jsr               : UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2021-12-16 22:46:45.083  INFO 15428 --- [restartedMain] io.undertow.servlet                      : Initializing Spring embedded WebApplicationContext
2021-12-16 22:46:45.083  INFO 15428 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2901 ms
2021-12-16 22:46:47.423  INFO 15428 --- [restartedMain] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 22:46:48.030  INFO 15428 --- [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 22:46:48.068  INFO 15428 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2021-12-16 22:46:48.825  WARN 15428 --- [restartedMain] c.b.m.core.metadata.TableInfoHelper      : Can not find table primary key in Class: "com.cdt.blog.model.entity.BlogTags".
2021-12-16 22:46:49.047  INFO 15428 --- [restartedMain] io.undertow                              : starting server: Undertow - 2.1.4.Final
2021-12-16 22:46:49.056  INFO 15428 --- [restartedMain] org.xnio                                 : XNIO version 3.8.0.Final
2021-12-16 22:46:49.067  INFO 15428 --- [restartedMain] org.xnio.nio                             : XNIO NIO Implementation Version 3.8.0.Final
2021-12-16 22:46:49.125  INFO 15428 --- [restartedMain] org.jboss.threads                        : JBoss Threads version 3.1.0.Final
2021-12-16 22:46:49.184  INFO 15428 --- [restartedMain] o.s.b.w.e.undertow.UndertowWebServer     : Undertow started on port(s) 9001 (http) with context path '/api/v1'
2021-12-16 22:46:49.422  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.520  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.585  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.637  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.672  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.722  WARN 15428 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:46:49.772  INFO 15428 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Started CdtBlogApplication in 8.583 seconds (JVM running for 11.593)
2021-12-16 22:46:53.123  INFO 15428 --- [SpringContextShutdownHook] io.undertow                              : stopping server: Undertow - 2.1.4.Final
2021-12-16 22:46:53.151  INFO 15428 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 22:51:37.539  INFO 5756 --- [main] com.cdt.blog.service.BlogServiceTest     : Starting BlogServiceTest on DESKTOP-BE3EDKT with PID 5756 (started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 22:51:37.541  INFO 5756 --- [main] com.cdt.blog.service.BlogServiceTest     : The following profiles are active: dev
2021-12-16 22:51:40.149  INFO 5756 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 22:51:40.158  INFO 5756 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 22:51:40.240  INFO 5756 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 44ms. Found 0 Redis repository interfaces.
2021-12-16 22:51:45.827  INFO 5756 --- [main] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 22:51:48.409  INFO 5756 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 22:51:50.639  WARN 5756 --- [main] c.b.m.core.metadata.TableInfoHelper      : Can not find table primary key in Class: "com.cdt.blog.model.entity.BlogTags".
2021-12-16 22:51:51.226  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.377  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.467  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.545  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.595  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.664  WARN 5756 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:51:51.737  INFO 5756 --- [main] com.cdt.blog.service.BlogServiceTest     : Started BlogServiceTest in 15.043 seconds (JVM running for 17.223)
2021-12-16 22:51:52.456  INFO 5756 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 22:53:08.095  INFO 16184 --- [main] com.cdt.blog.service.BlogServiceTest     : Starting BlogServiceTest on DESKTOP-BE3EDKT with PID 16184 (started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 22:53:08.097  INFO 16184 --- [main] com.cdt.blog.service.BlogServiceTest     : The following profiles are active: dev
2021-12-16 22:53:10.655  INFO 16184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 22:53:10.658  INFO 16184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 22:53:10.744  INFO 16184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 53ms. Found 0 Redis repository interfaces.
2021-12-16 22:53:14.793  INFO 16184 --- [main] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 22:53:16.526  INFO 16184 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 22:53:18.034  WARN 16184 --- [main] c.b.m.core.metadata.TableInfoHelper      : Can not find table primary key in Class: "com.cdt.blog.model.entity.BlogTags".
2021-12-16 22:53:18.584  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:18.763  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:18.867  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:18.969  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:19.018  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:19.115  WARN 16184 --- [main] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 22:53:19.202  INFO 16184 --- [main] com.cdt.blog.service.BlogServiceTest     : Started BlogServiceTest in 11.872 seconds (JVM running for 13.596)
2021-12-16 22:53:19.906  INFO 16184 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 22:54:33.816  INFO 10588 --- [main] com.cdt.blog.service.BlogServiceTest     : Starting BlogServiceTest on DESKTOP-BE3EDKT with PID 10588 (started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 22:54:33.819  INFO 10588 --- [main] com.cdt.blog.service.BlogServiceTest     : The following profiles are active: dev
2021-12-16 22:54:36.085  INFO 10588 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 22:54:36.089  INFO 10588 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 22:54:36.145  INFO 10588 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 35ms. Found 0 Redis repository interfaces.
2021-12-16 22:54:39.732  INFO 10588 --- [main] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 22:54:41.801  INFO 10588 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 22:54:43.447  WARN 10588 --- [main] c.b.m.core.metadata.TableInfoHelper      : Can not find table primary key in Class: "com.cdt.blog.model.entity.BlogTags".
